,loc,country
10188,cancún méxico.,méxico
10189,"resistencia, chaco, argentina",argentina
10190,"xalapa, ver. mex.",méxico
10191,in my own world,-
10192,"karlsruhe, germany",deutschland
10193,kaer morhen,-
10194,jurisdicción del surtidor ,-
10195,kicking ass since june 20/1977,-
10196,coruña,españa
10197,"murcia, spain",españa
10198,ciudad de méxico-guadalajara.,méxico
10199,chicureo,chile
10200,bogotá/miami/cloud nine,-
10201,"ahora aquí, luego donde pueda",-
10202, 🕳️,-
10203,rompiendo platos en la cocina ,-
10204,~♥,-
10205,en muchos sitios a la vez,-
10206,los mochis,méxico
10207,https://www.youtube.com/channel/ucxlczcaxpujfuvgphizv6hg,-
10208,guantanamo,cuba
10209,mulege bcs,méxico
10210,reforma judicial ya,méxico
10211,"yatay tí calle, corrientes ",argentina
10212,malagueña,united states
10213,"getxo, españa",españa
10214,"cuarte de huerva, zaragoza 🇪",españa
10215,binne'kant qolombong,-
10216,confinada porque... pandemia,-
10217,"acayucan, veracruz, méxico",méxico
10218,españa antes fuimos castilla,-
10219,sabana grande - caracas,venezuela
10220,where the sky meets the sea,-
10221,"rubio, venezuela",venezuela
10222,rionegro-young,-
10223,"santiago,r.d",república dominicana
10224,"fuentes de andalucía, sevilla",españa
10225,guayaquil - quito. ecuador,ecuador
10226,caba y lanus,argentina
10227,cd mexico ,méxico
10228,"obregón, sonora",méxico
10229,campos de asfódelos,-
10230,🇦🇷azul + 🇲🇽 df,brasil
10231,m,malaysia
10232,en su corazón ,cuba
10233,"cape town, south africa",south africa
10234,xib'alb'a 🇬🇹,-
10235,"pasaia, euskadi",españa
10236,montevideo uruguay,uruguay
10237,en la roma ,españa
10238,la colonia ,argentina
10239,birongo,venezuela
10240,"la molina, lima - perú",perú
10241,suburbano literature us & intl writers in spanish  miami & buenos aires-opinions are my own. ,-
10242,"vieux-boucau-les-bains, franci",france
10243,scl - chile,chile
10244,"esperanza, santa fe",philippines
10245,san isidro - beccar,argentina
10246,en el infinito,argentina
10247,santa elena de uairen 🇻🇪,venezuela
10248,palacio presidencial ,cabo verde
10249,en edo mex y en cdmx. ,-
10250,república bananera del uruguay,-
10251,el mismo país de raptor boom,-
10252,"üt: 20.628445,-100.422665",-
10253,alex ,france
10254,en tu corazon,-
10255,london ,united kingdom
10256,mexico d. f.,méxico
10257,barcelona 🇪🇸,españa
10258,españa madrid-donosti/chile rm,-
10259,en tultepec estado de méxico,méxico
10260,"palmira, valle del cauca.",colombia
10261,"tomares, españa",españa
10262,puerto montt.chile,chile
10263,"lugo, galicia",españa
10264,rep. popular de stgo,-
10265,lagos de moreno,méxico
10266,"ibi, alicante",españa
10267,badalona,españa
10268,mendoza argentina,argentina
10269,all pronouns,-
10270,segovia-cabra,españa
10271,viviendo en la periferia. ,-
10272,islas 🇮🇨 canarias ,españa
10273,mazatlán - méxico,méxico
10274,"caracas, venezuela. correo electrónico: emmepsaoficial@gmail.com.",-
10275,derecho fundamental: dudar,-
10276,conurbano danger,-
10277,"lake zurich, il",united states
10278,bts ,slovensko
10279,"sabadell, cataluña",españa
10280,durazno - uruguay,uruguay
10281,guayana,guyana
10282,palmirópolis,-
10283,bolivia bolivia,bolivia
10284,"san nicolás de los garza, nl",méxico
10285,"claypole, bs as",argentina
10286,verloren in der welt.,-
10287,monclova coahuila..,méxico
10288,"panama, panama ",panamá
10289,monterrey n.l. mexico,méxico
10290,under the moon,united kingdom
10291,she/her | 21 | solo h | latina,-
10292,mx wonderland,canada
10293,with erick brian colon ,-
10294,deaquí,-
10295,"asturias, europe",españa
10296,"madrid, barcelona y valencia",-
10297,trujillo- lima,perú
10298,"8a. avenida 10-43, zona 1",guatemala
10299,france-españa,france
10300,valencia. vzla / atlanta. usa,-
10301,in the field⛳,united states
10302,alcalá de henares (madrid),españa
10303,"coatlan del río, mor.",méxico
10304,"méxico,venezuela,siria, japón",-
10305,"barcelona,spain.",españa
10306,el universo.,chile
10307,cuu,méxico
10308,armytiny,-
10309,"san andres , chile ",chile
10310,"19°29'52n, 99°7'37o",-
10311,gualeguaychú entre ríos,argentina
10312,heaven ,united kingdom
10313,"ringerike, norge",norge
10314,en el mundo marlboro,-
10315,starlight starlight ! キングスウール bennett’s boyfriend official account (*ฅ́˘ฅ̀*) 子猫 rad simpa. げんしんインパクト he/him (15),-
10316,"📍 alicante, españa",españa
10317,colonias en mundos exteriores,-
10318,"medellín,colombia.",colombia
10319,j_m_e_moreno@yahoo.es,-
10320,la carlota.,españa
10321,🇪🇨 ecuador 🇪🇨 ,ecuador
10322,"bilbao/bilbo, bizkaia",españa
10323,"wien, österreich",österreich
10324,your brains,-
10325,"hidalgo, nuevo león",méxico
10326,in germany these days,-
10327,"mar del plata-pcia,",-
10328,ecuador - machala,ecuador
10329,madrid. españa. spagna. spain,-
10330,"tortuguitas,bs.as",argentina
10331,dónde siempre..... más o menos,-
10332,lara-venezuela 🇻🇪,venezuela
10333,entre granada y almería,-
10334,distrito 12 @ panmex,-
10335,edo méxico,méxico
10336,"nicaragua,chinandega",nicaragua
10337,🌍 valencia city 🌏,philippines
10338,la cienega oaxaca ,méxico
10339,en alguna cancha de baloncesto,-
10340,mar mediterráneo,mediterranean sea
10341,#laligamitica ,-
10342,matuin,-
10343,"milpa alta, distrito federal",méxico
10344,somewhere in spain,-
10345,"yecla, españa",españa
10346,barcelona/adelaide/reykjavik,-
10347,aquí y ahora...,españa
10348,medellin-colombia,colombia
10349,castle rock ,united states
10350,"san miguel,bs as",argentina
10351,porlamar - isla de margarita,venezuela
10352,carballo (spain),españa
10353,badalona - tfno. 622911057,-
10354,"cd. victoria, tamaulipas, mx",méxico
10355,parawhy,-
10356,she/her 🍒,polska
10357,santiago bernabeu,españa
10358,"iphone: -0.162418,-78.461917",-
10359,"fuenlabrada, madrid.",españa
10360,champetesburgo,-
10361,mexico df ,méxico
10362,valle la mocha,españa
10363,"anaco, venezuela",venezuela
10364,venezuela estado zulia,venezuela
10365, ciudad del real betis ,españa
10366,extrema y dura,-
10367,"barinitas, venezuela",venezuela
10368,puebla pue mex,méxico
10369,y ahora ,бългaрия
10370,paises bajos,nederland
10371,"granjas méxico, iztacalco",-
10372,torre stark,united states
10373,daytecom@prodigy.net.mx,-
10374,"barcelona, catalunya, españa",españa
10375,"calp, españa",españa
10376,"cáceres, spain",cáceres
10377,blessed,colombia
10378,lobos,argentina
10379,villa gesell pcia buenos aires,-
10380,lat 0' 0' 0',-
10381,"toluca, estado de mexico",méxico
10382,"catamarca, argentinien",argentina
10383,"chubut, patagonia argentina",argentina
10384,"ixcateopan de cuauhtémoc, guer",-
10385,whatsapp +569 98673764,-
10386,rand mc nally,south africa
10387,locationlocationlocation.,-
10388,tlaxcalita la bella,-
10389,"chicoloapan, méxico.",méxico
10390,bolivar valle colombia,colombia
10391,"regional victoria, australia",australia
10392,1991,brasil
10393,mejorada del campo,españa
10394,durango dgo.,méxico
10395,"beach city, universe world",-
10396,shelf,united kingdom
10397,in the middle of no where,-
10398,crypto citizen,-
10399,☆ spain ☆,españa
10400,río caribe ,méxico
10401,villavicencio - colombia,colombia
10402,"tafí viejo, argentina",argentina
10403,"mesa, az",united states
10404,bosque de chapultepec i secció,-
10405,"la pampa, argentina  ",argentina
10406,"morata de tajuña, españa",españa
10407,"ituzaingó , argentina",argentina
10408,"xalapa, v",méxico
10409,madrid - altea,españa
10410,15/12/14,australia
10411,"chillan, chile",chile
10412,"cuca, românia",românia
10413,no soy de aquí ni soy de allá,-
10414,dinamarca 🇩🇰,danmark
10415,valenciaf,-
10416,todo a la derecha!,-
10417,"valladolid, castilla",españa
10418,núñez,argentina
10419,"benito juárez, cdmx ",méxico
10420,secret cave,-
10421,"maiquetia, venezuela",venezuela
10422,medellín-antioquia,colombia
10423,"santa bárbara, ca. ee. uu.",united states
10424,🚀,-
10425,"nogales, sonora, méxico",méxico
10426,"alaejos, españa",españa
10427,"isidro casanova, buenos aires",argentina
10428,"zapallar, chile",chile
10429,las animas tepotzotlan,méxico
10430,"hernando, córdoba",argentina
10431,"el ingenio, nazca por supuesto",-
10432,sydney,australia
10433,"para 𝗟𝘆𝘀𝘀𝗮𝗻𝗱𝗲𝗿; no te cambiaría nada, tienes todo a la medida exacta, no quiero a nadie más porque eres uno en un millón. ",-
10434,puerto real,españa
10435,"planet earth, all",-
10436,"aquí, ahora.",-
10437,tía juana zulia venezuela ,venezuela
10438,"macedonia oriental y tracia, g",-
10439,cuban-uruguay,-
10440,cd. valles s.l.p.,méxico
10441,fuenlaespartano,-
10442,cdad autonoma de buenos aires,-
10443,"cienfuegos, cuba",cuba
10444,a coruña galiza,españa
10445,"poblenou, bcn",españa
10446,viladecans/s. celoni barcelona,-
10447,"ciudadela, buenos aires",ecuador
10448,4 amigos ltd. - adm. gabi.,-
10449,🕉,-
10450,uribia (la guajira) colombia,colombia
10451,🩺 médicosporlaverdad 💉🧬☠️,-
10452,"buenos aires, colombia",colombia
10453,cccp,france
10454,"paracuellos de jarama, españa",españa
10455,moyobamba san  martin,perú
10456,tostada,united states
10457,anti-pokemons anti-madridista,-
10458,"coyoacán, cdmx ",méxico
10459,valladolid (españa),españa
10460,"moss vale, new south wales",australia
10461,"lolotiquillo, el salvador",el salvador
10462,canary islands,españa
10463,holguin,cuba
10464,"aldaia, españa",españa
10465,cali colombia,colombia
10466,donato guerra,méxico
10467,donosti,españa
10468,"berisso, argentina",argentina
10469,"lloret de mar, españa",españa
10470,"quebradillas, puerto rico",united states
10471,letchworth garden city (uk),united kingdom
10472,absurdistan 🇵🇷 🇫🇷,-
10473,campechito town,-
10474,argentine,argentina
10475,"atacama, chile",chile
10476,love love love ,eesti
10477,@olivk00 my babe !!,-
10478,edo. méx. y michoacán,méxico
10479,"torrejón de ardoz, madrid",españa
10480,20¡!20,burkina faso
10481,"porto velho- rondônia, brasil",brasil
10482,ᴬᴾᴬᴿᵀᴬ ᴴᴵᴶᴼ ᴰᴱ ᴾᵁᵀᴬ,-
10483,una mansión en santiago,-
10484,"san felipe, venezuela",venezuela
10485,swænleigh,-
10486,"xalapa, veracruz, mexico",méxico
10487,"puebla , mexico",méxico
10488,el lado oscuro,españa
10489,estación espacial cooper. ,-
10490,mexico city 🌃,méxico
10491,🇲🇽🏖️⛰️🚜🚚🏈,-
10492,rosario-caba,argentina
10493,simonia,polska
10494,concepción - tucumán - argentina,argentina
10495,coah. méxico.,méxico
10496,campos eliseos,españa
10497,"la junta, guerrero, chihuahua.",méxico
10498,santo domingo oeste,república dominicana
10499,united states of peronia,-
10500,"saltillo, coahuila, méxico.",méxico
10501,desde donde me dejan  7-365,-
10502,#cdmx #aguascalientes ,méxico
10503,"pue, mex.",méxico
10504,"san carlos del zulia, venezuel",-
10505,estado de  mexico,méxico
10506,"osona, resisto en el interior",-
10507,walhalla ,united states
10508,instagram: @juanmaromero,-
10509,cataluña (🇪🇸),españa
10510,los santos gta v,-
10511,......,-
10512,distrito macarena,españa
10513,republica de chetoslovaquia,-
10514,new york/neverland ❤,united kingdom
10515,✈ around the world ♒,canada
10516,estado de oxidación,méxico
10517,de caracas pa' el mundo!,-
10518,quilicura - santiago,chile
10519,in the dead of night...,-
10520,★ my one and only love: yoongi,-
10521,segovia - madrid,chile
10522,provincia de santa fe,argentina
10523,"moratalaz, planeta tierra",-
10524,entre ríos,argentina
10525,noreste de mexico,méxico
10526,"luleå, sweden",sverige
10527,av. nicolás san juan no. 113,-
10528,caba  🇦🇷,argentina
10529,"san pedro de la paz, bio bio",chile
10530,traveler & tourist ,-
10531,ciudadano universal; palestino,-
10532,pinto🔜granada/españa,españa
10533,"colima, mexico",méxico
10534,no man's land,falkland islands
10535,cualquier lugar del mundo.,-
10536,"isla verde, córdoba",argentina
10537,jalisco méxico,united states
10538,baires,france
10539,"la nucía, alicante, españa",españa
10540,"becerril de la sierra, españa",españa
10541,"cambridge, ma",united states
10542,méxico entero,méxico
10543,puerto santa cruz🏔,argentina
10544,bogotá - colombia - suramérica,colombia
10545,mé☭ico. cenzontle en su nido.,-
10546,"sgo del estero, argentina",-
10547,las palmas g.c.,brasil
10548,"santiago,rd",australia
10549,"palma de mallorca, españa",españa
10550,"barranquilla, colombia.",colombia
10551,✨ power wisdom & courage ✨,-
10552, cdmx,méxico
10553,"brasil, guarapuava, parana ♥",brasil
10554,mene grande,venezuela
10555,"buenos aires,",argentina
10556,abajo de tu cama,-
10557,tlatelolco cdmx -tehuantepec,-
10558,país más corrupto del mundo ,-
10559,spain. barcelona.,españa
10560,"los alcarrizos, dominican repu",-
10561,"polanco v sección, miguel hida",-
10562,latacunga,ecuador
10563,napoletano #conservative,-
10564,frontera purepecha; gto. de un,-
10565,isla artabán,canada
10566,"cancun, méxico",méxico
10567,"miami beach, fl",united states
10568,osorno-chile,chile
10569,al menos no en madrid,-
10570,mx | tx,united states
10571,bitola,северна македонија
10572,en el centro del pais #redamlo,-
10573,"tijuana, b.c.",méxico
10574,de alla para aca.,-
10575,norte de santander ,colombia
10576,"balneário gaivota, brasil",brasil
10577,ciudad de méxico 🇲🇽,méxico
10578,bogotà dc,colombia
10579,the milky way,nederland
10580,barranquilla-sicelejo.,-
10581,los angeles ca,united states
10582,la isla del encanto ,-
10583,caught in a landslide,-
10584,en algún lugar del universo...,-
10585,florencia caquetá colombia,colombia
10586,aracena (huelva),españa
10587,overseas...,türkiye
10588,luján ,argentina
10589,en la página de algún libro,-
10590,donde reine la ilusión.estoy,-
10591,madrid. españa,españa
10592,"antofagasta ,chile.",chile
10593,por aquí ,venezuela
10594,tucumán,argentina
10595,plc - venezuela,-
10596,"melbourne, australia",australia
10597,bismark 35 a col moderna  cdmx,-
10598,roquetas de mar (almería),españa
10599,tres cantos - madrid,españa
10600,"viedma, río negro",argentina
10601,la verdad,españa
10602,barranquilla/cartagena,colombia
10603,"tabasco, chiapas, quintana roo",-
10604,san diego county,united states
10605,cem ānáhuac,-
10606,mula (murcia). españa,españa
10607,madrid. españa.,españa
10608,"santiago,chile ",chile
10609,"concepción, chile, sudamerica",-
10610,soltepec. ixtenco. . ,-
10611,"santiago, rep. dom.",-
10612,república galáctica jedi,-
10613,sistema solar,chile
10614,"león, gto.",méxico
10615,"barranca, peru",perú
10616,casa ,belgië / belgique / belgien
10617,"santiago de compostela, spain",españa
10618,costa pacífica sur - cali ,-
10619,en cualquier lugar de españa,-
10620,lgbt & poc friendly ,-
10621,querétaro-cdmx,méxico
10622,barranco - lima - perú,perú
10623," colombia, ",colombia
10624,"logroño, república de españa",-
10625,"santo domingo , republica dom",-
10626,"comunidad valenciana, españa.",españa
10627,colegiales,argentina
10628,"📏 ,😷 , 🧼",-
10629,mollitiam,-
10630,"ottawa, canadá",canada
10631,"monterrey, n. l.",méxico
10632,kakariko village,-
10633,"hyde, england",united kingdom
10634,"tepic, nayarit",méxico
10635,caspiar.,-
10636,quieren latitud y longitud? na,-
10637,c♡rpse husb4nd ,-
10638,boliguay,-
10639,república de fifidonia.,-
10640,"villanueva de alcardete, españ",-
10641,"san miguel, santiago, chile",chile
10642,la seu d'urgell,españa
10643,"izucar de matamoros, puebla ",méxico
10644,medellin colombia.,colombia
10645,beyrouth / paris,france
10646,ribadesella-asturias-spain,españa
10647,montevideo / uruguay,uruguay
10648,wanderlust,united states
10649,en las nubes me veras,-
10650,"ecatepec, estado de méxico ",méxico
10651,right wing,philippines
10652,www.eduardoandradepp.com,-
10653,"floresta, caba",argentina
10654,☆☆☆☆churista☆☆☆☆,-
10655,aqui y ahora,españa
10656,castellón.,españa
10657,galiza & madriz.,españa
10658,"esperanza, puebla",méxico
10659,no etiquetar/no listas/gracias,-
10660,graneros chile,chile
10661,"mar de ajó, argentina",argentina
10662,ejido,venezuela
10663,"algete, madrid, españa ",españa
10664,al norte de donde debo. ,-
10665,"ventanilla, callao. perú ",perú
10666,nueva zelanda,new zealand / aotearoa
10667,la barranca .,españa
10668,habitante de parakistán (col),-
10669,"torrelavega, españa",españa
10670,en la orla,united states
10671,"beacon hills, lake/rosewood",-
10672,"bogotá - bogota, colombia",colombia
10673,chiloe,chile
10674,la terreta,españa
10675,de donde la vaca pace,-
10676,vlc 🇪🇸,españa
10677,vila velha,brasil
10678,montreal,canada
10679,ñarñia,italia
10680,desde tricentenario y castilla,-
10681,between the precious stones,-
10682,"viña del mar, chile. 🇨🇱",chile
10683,mexico cty,méxico
10684,boba’s palace,-
10685,"hidalgo del parral,chihuahua",méxico
10686,"reikiavik, iceland",ísland
10687,¡más libres en gab!,-
10688,villavicencio-meta,colombia
10689,"zapopán, jalisco",méxico
10690,"oviedo, españa, san fernando, ",españa
10691,where cucumbers become bitter,-
10692, panamá ,panamá
10693,sevillana adoptada por bcn,-
10694,rojaspereyraabogados@gmail.com,-
10695,prov.bs as. pinamar ,argentina
10696,galactic alliance...,-
10697,𝐬𝐡𝐞/𝐡𝐞𝐫 🏳️‍🌈,-
10698,"üt: 10.493421,-66.763495",-
10699,"wrongingham, wrongland",-
10700,"puebla, mx.",méxico
10701,ciudad de bs. as. belgrano,argentina
10702,col,deutschland
10703,tus sueños,-
10704,honduras 📍,honduras
10705,barranquilla 🇨🇴 #global 🌎🌍,-
10706,entre bilbao y murcia,-
10707,i'll ask myself,-
10708,palmetto bay. fl. ,united states
10709,mar del plata - argentina,argentina
10710,ciudad gótica,cuba
10711,"piedras negras, coahuila de za",méxico
10712,al-andalus ,españa
10713,"azcapotzalco, cdmx",méxico
10714,partido de la costa,argentina
10715,san cristóbal - táchira,venezuela
10716,terreaqueo,-
10717,"uberriland, narcoestado.",-
10718,@basura_cerebral,-
10719,             venezuela.,venezuela
10720,mercedina en la plata 💜,-
10721,andalucía🇪🇸,españa
10722,engordando sin salir de casa,-
10723,zapopan jalico,-
10724,"monte olimpo, marte ",-
10725,"huanchaco, peru",perú
10726,☚there☛,kenya
10727,caba ,argentina
10728,"bratislava, eslovaquia",slovensko
10729,modelia,colombia
10730,mictlán,méxico
10731,bahía de cochinos (cuba) ,cuba
10732,"tulum, quintana roo",méxico
10733,"mataró, barcelona",españa
10734,rep. de panamá,-
10735,undercover@bedezuedabisman,-
10736,mi casa.,singapore
10737,murcia y madrid,españa
10738,argentina ramos mejía,argentina
10739,usa.,united states
10740,lejos!,france
10741,buenos aires-argentina,italia
10742,en algun lugar del mapa,-
10743,"alto valle, patagonia 🇦🇷",chile
10744,"santiago, galicia",españa
10745,siguiendo al viento.,-
10746,"gelida, barcelona, spain",españa
10747,eitb,españa
10748,"guayaquil, ecuador-",ecuador
10749,"pontevedra, españa🇪🇸",españa
10750,"querétaro, qro; mx.",méxico
10751,país de la eterna chingadera,-
10752,"rancagua / talca, chile",chile
10753,"residencial militar, zapopan",-
10754,malaga ,españa
10755,"acayucan, veracruz ",méxico
10756,"mérida, yucatán.",méxico
10757,santa ana dl táchira venezuela,-
10758,"alejandría, egipto",مصر
10759,"amazonas, colombia - bogotá ",colombia
10760,av. himno nacional #1800. ,méxico
10761,svq-bcn,-
10762,gansópolis,-
10763,olivos,argentina
10764,provincia de ubaté,colombia
10765,comuna de madrid – castilla ,españa
10766,"motril, spain motrildigital@yahoo.es",-
10767,molinos del rio aguas,españa
10768,"almería, mondragón, barcelona",-
10769,"méxico , querétaro ",méxico
10770,under the mandarines trees.,-
10771,"¡méxico, méxico!",méxico
10772,"torreon coahuila, mexico",méxico
10773,reino de españa 🇪🇸📍,españa
10774,"concepcion de oriente, el salv",-
10775,donde la vida no vale nada...,-
10776,estonia,eesti
10777,"queréndaro, michoacán de ocamp",-
10778,del mundo,united states
10779,"bogotá, d. c., colombia",colombia
10780,galicia/españa,españa
10781,"aquí, allá y... no, ahí no. ",-
10782,"mazatán, sonora",méxico
10783,valles del tuy,venezuela
10784,"chépica, secano intermedio.",-
10785,chía (cund.) - colombia,-
10786,(eh) basque country,españa
10787,aguascalientes y colima,méxico
10788,everest,नेपाल
10789,en los aleros de la mente,-
10790,jamilena (jaen),españa
10791,"hermosillo, sonora🌞",méxico
10792,"la vega, dominican republic",república dominicana
10793,terrassa -  españa,españa
10794,"la coruña, españa",españa
10795,hopeville,belize
10796,"valència, país valencià",españa
10797,"donetsk , dpr",україна
10798,municipio baruta ,venezuela
10799,rosario - santa fe,venezuela
10800,panama=macri=bahamas,-
10801,vélez-bogota ,argentina
10802,desconocida ,méxico
10803,"vilanova i la geltrú, españa",españa
10804,valencia - córdoba,colombia
10805,f.l.b,france
10806,📌 deutschland 🇩🇪,deutschland
10807,"capital, rep. arg.",-
10808,deutschland ,deutschland
10809,lima - perú. ,perú
10810,"lucas norte, argentina",argentina
10811,🇪🇦 💙 siempre españa 💚,españa
10812,puerto la cruz venezuela,venezuela
10813,gijón - lima,españa
10814,vivo en hyrule 🏰 ,-
10815,"lagunillas, venezuela",venezuela
10816,"capital federal, argentina",argentina
10817,"lobos, buenos aires, argentina",argentina
10818,"cuajimalpa de morelos, distrit",-
10819,tres arroyos mar del plata,argentina
10820,"la plata, argentina 🐺",argentina
10821,tu imaginación,-
10822,"stgo - tco y viceversa, chile.",-
10823,en archive of our own,-
10824,caba/recoleta /argentina ,argentina
10825,castilla comunera,españa
10826,"pando, brujas ",-
10827,pinto - madrid,españa
10828,edo. trujillo venezuela,venezuela
10829,en mi verano moral. ,-
10830,"almàssera, valencia",españa
10831,𝗋𝗂𝖼𝗁𝖺𝗋𝖽 𝖼𝖺𝗆𝖺𝖼𝗁𝗈,-
10832,earth ,united states
10833,costa rica +506 71983403,costa rica
10834,"tamazula, durango",méxico
10835,"asiakwa, ghana",ghana
10836,bilbao - bizkaia,españa
10837,por ahi,united states
10838,mexico!,méxico
10839,"los guayos, edo carabobo.",-
10840,bga,colombia
10841,"vila-seca, catalunya, españa",españa
10842,ombligo de la luna ,-
10843,málaga la bella.,united states
10844,"zona oeste, con el ❤ en boedo.",-
10845,santiago del estero pabolandia,-
10846,riohacha,colombia
10847,tres cantos,españa
10848,"zona hotelera, benito juárez",méxico
10849,recife-pe,brasil
10850,"vega baja, españa",españa
10851,pueblo costero de la axarquía,-
10852,tierra de conquistadores,españa
10853,ávalon,france
10854,matrix antes españa,-
10855,"born in la grey zuliana, vzla.",-
10856,uruguay.🇺🇾 ,uruguay
10857,"toluca, méxico ",méxico
10858,ayusoland ,-
10859,barcelona y madrid,españa
10860,"mallorca, baleares -españa-",españa
10861,el país de la mitad del mundo,-
10862,"tlaquepaque, jal.",méxico
10863,infinito,italia
10864,"en mi casa, sin miedo a hablar",-
10865,"bejuma, venezuela",venezuela
10866,"tulancingo de bravo, hidalgo",méxico
10867,waiting for travel anywhere 😓,-
10868,ツ,日本
10869,आपन उत्तर प्रदेश,-
10870,en el laboratorio,españa
10871,base aérea de ramstein ,-
10872,°lllllll° ,lesotho
10873,sagrera /  porta-9barris,-
10874,"aquino, san pedro, paraguay",paraguay
10875,"lima, peru ",perú
10876,"castelar, buenos aires",argentina
10877,lafe city,северна македонија
10878,argentina hurlingham,argentina
10879,shilezuela    #noveatvchilena,-
10880,"ecatepec, méxico",méxico
10881,#méxico 🇲🇽,méxico
10882,ni tan lejos ni tan cerca ,-
10883,san juan. argentina,argentina
10884,la pampa/sanrafael mza,-
10885,desde el inframundo....mictlán,-
10886,area metropolitana del d.f.,españa
10887,antifa & antifacha,-
10888,"bogotá d.c, colombia",colombia
10889,mayelandia,-
10890,león gto,méxico
10891,safe  in my empire of dirt ,-
10892,int.alvear,chile
10893,guayaquil -  ecuador,ecuador
10894,"üt: 7.764457,-72.22228",-
10895,"ni de aquí, ni de allá ",-
10896,"castilla la nueva, colombia",colombia
10897,nl - mex  /  nc - usa,-
10898,"sancti spiritus, cuba",cuba
10899,"jaltenco, méxico",méxico
10900,"caloto, colombia",colombia
10901,"álvaro obregón, venustiano carranza",méxico
10902,las rozas de madrid 🇪🇸 🇪🇺,españa
10903,"sonora, mexico",méxico
10904,"región lima, huacho",perú
10905,el coca... fco de orellana,ecuador
10906,"rosario, argentina,",argentina
10907,capital wasteland,danmark
10908,"📍el real de la jara, españa",españa
10909,mxl,méxico
10910,"yecapixtla, morelos",méxico
10911,tuxtla gtz chis,méxico
10912,santa cruz (oleiros-a coruña) ,españa
10913,maó,españa
10914,briarcliff manor,united states
10915,mayabeque,cuba
10916,"zacatecas, méxico. ",méxico
10917,sobriety,united states
10918,"villa ballester, argentina",argentina
10919,en algún lugar de venezuela ,-
10920,regne de valéncia - españa,españa
10921,bolivia cochabamba,bolivia
10922,prov  buenos aires,costa rica
10923,cúcuta.,colombia
10924,albertlandia del norte ,-
10925,en tus neuronas,-
10926,cdmx capital mundial del taco,-
10927,münchen,deutschland
10928,"prague, czech republic",česko
10929,"marga-marga, chile",chile
10930,getafe (madrid) españa,españa
10931,comunidades yaquis sonora,-
10932,over the garden wall,united kingdom
10933,"sívoyamarte, ases. pro bono&$",-
10934,lomas turbas,-
10935,madrid📍,españa
10936,españa 🇪🇸  (madrid),españa
10937,"... amistats, i en lloc i en bellesa, única; i encara que els successos que en ella m'han succeït no són de gust, sinó de molta recança, ...",-
10938,maipu mendoza argentina,argentina
10939,en la arena,españa
10940,"tezoyuca, méxico",méxico
10941,"nueva york, usa😅",united states
10942,"san francisco, cba.",argentina
10943,la línea de la concepción.,españa
10944,rivas vaciamadrid,españa
10945,spain.,españa
10946,"xalapa,ver.",méxico
10947,en todo el mundo,-
10948,ciudad de mexico ,méxico
10949,"arrabalde bruxelense, ue",-
10950,república de padokia,-
10951,¿óntoy? ,philippines
10952,san pejesburgo,-
10953,chone-ecuador ,ecuador
10954,ps aqui...,-
10955,"#piritu ,#anzoategui , vnzl",venezuela
10956,guadalajara city,méxico
10957,"soy de rusia, near moscow",-
10958,supia caldas colombia,colombia
10959,viviendo en el magd/medio,-
10960,en latinoamérica,-
10961,santiago...,costa rica
10962,"versalles, c.a.b.a.",-
10963,"brussels, be - granada, es",-
10964,"santiago, veraguas - panamá",panamá
10965,guantánamo cuba,cuba
10966,chilevid-19,-
10967,getafe.,españa
10968,coro edo. falcon venezuela,-
10969,"ezeiza, argentina",argentina
10970,"esplugues de llobregat, españa",españa
10971,plasencia-piornal,españa
10972,valparaíso-chile,chile
10973,"moncada, españa",españa
10974,"mazatlán, sinaloa. 🏊 🏊",méxico
10975,por ahi...,united states
10976,hola ,kenya
10977,un moridero ahí,-
10978,zurich,schweiz/suisse/svizzera/svizra
10979,el infierno ✌🏻😊✌🏻,méxico
10980,mérida. venezuela,venezuela
10981,justicia y equidad,ecuador
10982,logroño city,ecuador
10983,dfw,united states
10984,"jesús maría, córdoba",argentina
10985,"amsterdam, spain",jamaica
10986,nayibe's town,-
10987,en 🏠,france
10988,águilas y graná,méxico
10989,orion,france
10990,zulia ciudad ojeda,venezuela
10991,from lou harry cnco zayn,-
10992,palacio nacional,méxico
10993,"leon, mexico",méxico
10994,ss,south sudan
10995,"sincelejo, colombia",colombia
10996,"monterrey, nuevo león. méxico.",méxico
10997,cdmx 💋,méxico
10998,cuernavaca ,méxico
10999,monterrey. ,méxico
11000,chimalhuacan,méxico
11001,shitland,-
11002,valdeorras,españa
11003,radio esperanza,bolivia
11004,rubirenanation❤,-
11005,"caracas, venezuela 🇻🇪",venezuela
11006,"maracay, edo aragua. venezuela",-
11007,"barcelona, españa 🇪🇦 🖤",españa
11008,"ciempozuelos, españa",españa
11009,"costa atlantica, argentina",argentina
11010,"moras 533, del valle sur, cdmx",méxico
11011,tenerife - canarias - áfrica,españa
11012,tucuman-argentina,argentina
11013,san gil santander,colombia
11014,zaragoza / madrid,colombia
11015,la shingada,united states
11016,españistán norte,-
11017,la ciudad de la furia...,-
11018,en la luz. y en valencia. ,-
11019,❤yoconamlo❤#redamlo #redamlove,-
11020,são paulo - brasil,brasil
11021,"ciutadella de menorca, españa",españa
11022,gdl mex wdc usa,-
